ID,Name,StudyHours,Attendance,Marks,Grade,Result,PerformanceScore
493,Student_493,3.5,99,59.0,D,Pass,72.1
494,Student_494,2.7,61,91.4,A,Pass,78.54
495,Student_495,5.2,57,94.4,A,Pass,84.14
496,Student_496,4.2,57,56.6,D,Pass,59.46
497,Student_497,6.3,99,99.0,A,Pass,101.7
498,Student_498,1.7,77,48.4,D,Pass,55.54
499,Student_499,9.8,69,52.1,D,Pass,71.56
500,Student_500,9.9,96,51.1,D,Pass,79.25999999999999
501,Student_501,7.3,56,93.6,A,Pass,87.55999999999999
502,Student_502,5.8,60,79.3,B,Pass,77.17999999999999
503,Student_503,3.8,69,49.1,D,Pass,57.76
504,Student_504,8.3,65,66.4,C,Pass,75.94
505,Student_505,7.2,53,76.9,B,Pass,76.44
506,Student_506,2.5,55,45.0,D,Pass,48.5
507,Student_507,9.2,71,92.9,A,Pass,95.44
508,Student_508,8.4,75,88.2,B,Pass,92.22
509,Student_509,9.5,52,70.3,C,Pass,76.78
510,Student_510,7.5,90,98.0,A,Pass,100.8
511,Student_511,6.5,91,65.1,C,Pass,79.36
512,Student_512,4.8,63,99.0,A,Pass,87.89999999999999
513,Student_513,9.4,60,80.1,B,Pass,84.86
514,Student_514,8.8,67,78.1,B,Pass,84.56
515,Student_515,1.4,61,50.0,D,Pass,51.1
516,Student_516,1.2,72,92.9,A,Pass,79.74000000000001
517,Student_517,4.4,61,65.6,C,Pass,66.46
518,Student_518,8.3,62,49.7,D,Pass,65.02000000000001
519,Student_519,9.9,74,40.8,D,Pass,66.47999999999999
520,Student_520,2.4,94,73.6,C,Pass,77.16
521,Student_521,6.3,100,71.6,C,Pass,85.55999999999999
522,Student_522,4.4,68,83.2,B,Pass,79.11999999999999
523,Student_523,9.7,95,69.99137749737118,C,Pass,89.8948264984227
524,Student_524,8.6,85,44.8,D,Pass,69.58
525,Student_525,8.5,94,83.9,B,Pass,95.54
526,Student_526,5.2,57,51.2,D,Pass,58.21999999999999
527,Student_527,4.7,78,91.5,A,Pass,87.7
528,Student_528,3.5,81,89.1,B,Pass,84.75999999999999
529,Student_529,1.5,100,72.4,C,Pass,76.44
530,Student_530,8.8,93,82.6,B,Pass,95.06
531,Student_531,8.3,67,58.9,D,Pass,72.03999999999999
532,Student_532,10.0,55,68.3,C,Pass,77.47999999999999
533,Student_533,10.0,67,89.3,B,Pass,93.68
534,Student_534,6.0,68,67.6,C,Pass,72.96
535,Student_535,7.9,71,61.5,C,Pass,74.0
536,Student_536,9.5,86,69.99137749737118,C,Pass,86.79482649842271
537,Student_537,8.6,81,89.7,B,Pass,95.32
538,Student_538,3.2,90,60.1,C,Pass,69.46000000000001
539,Student_539,5.1,52,50.4,D,Pass,56.03999999999999
540,Student_540,2.2,77,82.7,B,Pass,77.12
541,Student_541,9.6,59,89.6,B,Pass,90.66
542,Student_542,6.5,100,46.0,D,Pass,70.6
543,Student_543,3.1,84,54.4,D,Pass,64.04
544,Student_544,7.0,78,48.5,D,Pass,66.5
545,Student_545,6.6,64,60.9,C,Pass,68.94
546,Student_546,4.2,82,67.0,C,Pass,73.2
547,Student_547,2.0,56,84.9,B,Pass,71.74000000000001
548,Student_548,7.0,61,79.1,B,Pass,79.75999999999999
549,Student_549,5.7,98,77.3,B,Pass,87.18
550,Student_550,8.0,79,61.1,C,Pass,76.36
551,Student_551,5.7,70,90.5,A,Pass,86.7
552,Student_552,8.7,80,68.3,C,Pass,82.38
553,Student_553,6.0,73,98.7,A,Pass,93.12
554,Student_554,6.0,69,78.0,B,Pass,79.5
555,Student_555,8.9,86,47.6,D,Pass,72.16
556,Student_556,4.6,53,80.6,B,Pass,73.46
557,Student_557,2.2,77,59.5,D,Pass,63.2
558,Student_558,1.3,93,81.2,B,Pass,79.22
559,Student_559,7.8,69,44.2,D,Pass,62.82
560,Student_560,6.6,73,50.5,D,Pass,65.39999999999999
561,Student_561,7.3,99,91.3,A,Pass,99.07999999999998
562,Student_562,2.9,98,53.6,D,Pass,67.36
563,Student_563,2.2,100,90.2,A,Pass,88.52000000000001
564,Student_564,1.1,81,56.8,D,Pass,60.58
565,Student_565,4.2,90,78.6,B,Pass,82.56
566,Student_566,6.3,85,81.6,B,Pass,87.05999999999999
567,Student_567,4.5,83,70.8,C,Pass,76.38
568,Student_568,4.9,85,69.99137749737118,C,Pass,77.2948264984227
569,Student_569,9.1,51,52.8,D,Pass,65.17999999999999
570,Student_570,4.1,64,42.0,D,Pass,52.6
571,Student_571,5.6,83,58.2,D,Pass,71.02
572,Student_572,8.1,85,79.2,B,Pass,89.22000000000001
573,Student_573,4.6,55,96.3,A,Pass,83.48
574,Student_574,6.6,88,92.3,A,Pass,94.98
575,Student_575,8.8,91,86.0,B,Pass,96.5
576,Student_576,9.5,100,87.3,B,Pass,101.38
577,Student_577,2.3,100,69.99137749737118,C,Pass,76.59482649842269
578,Student_578,9.3,61,55.6,D,Pass,70.25999999999999
579,Student_579,5.4,52,94.4,A,Pass,83.03999999999999
580,Student_580,3.3,94,80.2,B,Pass,82.91999999999999
581,Student_581,5.1,67,73.6,C,Pass,74.46
582,Student_582,9.8,89,46.7,D,Pass,74.32
583,Student_583,5.4,70,66.8,C,Pass,71.88
584,Student_584,4.0,64,67.6,C,Pass,67.75999999999999
585,Student_585,6.7,82,91.9,A,Pass,93.14
586,Student_586,3.2,84,72.8,C,Pass,75.28
587,Student_587,1.7,75,62.8,C,Pass,63.58
588,Student_588,2.2,57,98.6,A,Pass,80.66
589,Student_589,2.2,85,46.6,D,Pass,57.86
590,Student_590,2.4,97,65.4,C,Pass,73.14
591,Student_591,2.2,79,42.5,D,Pass,53.6
592,Student_592,6.8,72,84.4,B,Pass,85.83999999999999
593,Student_593,2.6,91,95.1,A,Pass,89.56
594,Student_594,4.1,93,56.8,D,Pass,70.17999999999999
595,Student_595,9.1,63,91.5,A,Pass,92.0
596,Student_596,5.3,63,57.5,D,Pass,64.0
597,Student_597,7.0,51,94.6,A,Pass,86.06
598,Student_598,2.6,86,85.2,B,Pass,82.12
599,Student_599,2.7,54,88.3,B,Pass,74.58
600,Student_600,1.4,87,41.1,D,Pass,53.56
601,Student_601,2.5,94,97.8,A,Pass,91.88
602,Student_602,3.5,90,83.6,B,Pass,84.16
603,Student_603,2.6,96,58.3,D,Pass,68.97999999999999
604,Student_604,1.8,63,89.8,B,Pass,76.38
605,Student_605,2.1,88,56.9,D,Pass,64.74
606,Student_606,5.1,74,92.4,A,Pass,87.84
607,Student_607,2.9,69,46.8,D,Pass,54.58
608,Student_608,4.3,51,82.2,B,Pass,73.22
609,Student_609,5.5,88,72.4,C,Pass,80.84
610,Student_610,7.2,55,45.8,D,Pass,58.38
611,Student_611,1.4,66,54.5,D,Pass,55.3
612,Student_612,8.2,74,69.99137749737118,C,Pass,80.59482649842269
613,Student_613,6.7,77,68.1,C,Pass,77.36
614,Student_614,1.7,51,58.1,D,Pass,53.56
615,Student_615,8.9,84,75.9,B,Pass,88.53999999999999
616,Student_616,9.3,86,57.8,D,Pass,79.08000000000001
617,Student_617,1.5,54,58.0,D,Pass,54.0
618,Student_618,3.5,50,84.6,B,Pass,72.75999999999999
619,Student_619,8.3,89,69.99137749737118,C,Pass,85.29482649842271
620,Student_620,7.7,61,94.2,A,Pass,90.22
621,Student_621,2.7,85,91.1,A,Pass,85.56
622,Student_622,2.9,94,80.1,B,Pass,82.05999999999999
623,Student_623,4.3,72,75.6,B,Pass,75.55999999999999
624,Student_624,5.4,96,69.99137749737118,C,Pass,81.5948264984227
625,Student_625,6.6,80,51.1,D,Pass,67.86
626,Student_626,4.3,60,44.7,D,Pass,53.42
627,Student_627,5.2,59,54.4,D,Pass,60.74
628,Student_628,7.7,52,87.7,B,Pass,83.62
629,Student_629,1.3,63,42.1,D,Pass,46.76
630,Student_630,3.3,65,75.0,B,Pass,71.1
631,Student_631,7.4,59,99.7,A,Pass,92.32
632,Student_632,9.1,78,69.99137749737118,C,Pass,83.5948264984227
633,Student_633,5.6,59,69.99137749737118,C,Pass,70.8948264984227
634,Student_634,5.8,61,43.8,D,Pass,56.18
635,Student_635,2.0,79,89.9,B,Pass,81.64
636,Student_636,5.0,90,75.9,B,Pass,82.53999999999999
637,Student_637,5.8,50,46.9,D,Pass,54.74
638,Student_638,3.2,54,45.6,D,Pass,49.96
639,Student_639,3.4,69,94.6,A,Pass,84.25999999999999
640,Student_640,4.4,57,80.2,B,Pass,74.02
641,Student_641,1.2,92,89.8,B,Pass,83.88
642,Student_642,3.9,61,92.7,A,Pass,81.72
643,Student_643,2.9,50,74.3,C,Pass,65.38
644,Student_644,3.9,69,71.0,C,Pass,71.1
645,Student_645,2.1,77,65.8,C,Pass,66.78
646,Student_646,9.0,92,59.0,D,Pass,81.0
647,Student_647,6.3,86,66.1,C,Pass,78.05999999999999
648,Student_648,7.1,96,86.4,B,Pass,94.84
649,Student_649,8.1,86,76.1,B,Pass,87.66
650,Student_650,5.5,61,93.6,A,Pass,85.46
651,Student_651,1.8,86,69.99137749737118,C,Pass,71.3948264984227
652,Student_652,5.8,98,76.4,B,Pass,86.84
653,Student_653,6.3,98,77.9,B,Pass,88.74
654,Student_654,7.7,93,75.5,B,Pass,88.6
655,Student_655,4.9,77,82.2,B,Pass,82.22
656,Student_656,2.1,96,54.2,D,Pass,65.52
657,Student_657,3.6,64,70.7,C,Pass,68.82000000000001
658,Student_658,4.3,55,46.3,D,Pass,52.88
659,Student_659,6.8,93,69.99137749737118,C,Pass,83.4948264984227
660,Student_660,6.1,69,69.3,C,Pass,74.48
661,Student_661,4.2,99,79.1,B,Pass,85.56
662,Student_662,9.9,63,97.0,A,Pass,96.9
663,Student_663,6.5,51,76.0,B,Pass,73.9
664,Student_664,3.1,58,84.6,B,Pass,74.36
665,Student_665,1.9,86,70.4,C,Pass,71.84
666,Student_666,2.4,69,78.0,B,Pass,72.3
667,Student_667,3.2,75,44.3,D,Pass,55.48
668,Student_668,2.4,78,69.99137749737118,C,Pass,70.1948264984227
669,Student_669,2.7,50,61.7,C,Pass,57.42
670,Student_670,3.6,84,68.3,C,Pass,73.38
671,Student_671,2.6,55,42.7,D,Pass,47.32000000000001
672,Student_672,9.1,86,48.4,D,Pass,73.04
673,Student_673,1.7,54,56.6,D,Pass,53.56
674,Student_674,5.7,82,69.99137749737118,C,Pass,77.99482649842271
675,Student_675,4.7,98,59.9,D,Pass,74.74000000000001
676,Student_676,9.8,100,68.9,C,Pass,90.94
677,Student_677,2.0,63,51.8,D,Pass,53.98
678,Student_678,4.6,61,76.6,B,Pass,73.46
679,Student_679,9.7,91,56.8,D,Pass,80.78
680,Student_680,8.8,69,52.4,D,Pass,69.74000000000001
681,Student_681,8.4,99,71.0,C,Pass,89.1
682,Student_682,3.3,73,40.3,D,Pass,52.68
683,Student_683,2.5,92,40.5,D,Pass,56.9
684,Student_684,7.0,83,53.1,D,Pass,70.75999999999999
685,Student_685,9.4,74,42.2,D,Pass,66.32
686,Student_686,6.0,99,46.5,D,Pass,69.6
687,Student_687,6.1,78,60.3,C,Pass,71.78
688,Student_688,3.5,88,88.2,B,Pass,86.32
689,Student_689,7.9,80,74.3,C,Pass,84.38
690,Student_690,2.7,96,70.8,C,Pass,76.68
691,Student_691,3.9,92,69.99137749737118,C,Pass,77.3948264984227
692,Student_692,4.8,99,95.9,A,Pass,96.84
693,Student_693,5.6,72,63.8,C,Pass,71.08
694,Student_694,3.2,93,45.2,D,Pass,61.42
695,Student_695,2.0,87,77.0,B,Pass,76.3
696,Student_696,6.5,69,46.8,D,Pass,61.78
697,Student_697,3.6,72,60.7,C,Pass,65.22
698,Student_698,6.2,94,69.99137749737118,C,Pass,82.5948264984227
699,Student_699,2.4,65,92.5,A,Pass,79.8
700,Student_700,5.3,99,69.6,C,Pass,82.05999999999999
701,Student_701,5.8,91,82.1,B,Pass,88.16
702,Student_702,1.5,57,99.6,A,Pass,79.85999999999999
703,Student_703,4.0,99,47.9,D,Pass,66.44
704,Student_704,2.2,70,56.5,D,Pass,59.3
705,Student_705,1.6,50,63.7,C,Pass,56.42
706,Student_706,9.9,57,65.3,C,Pass,76.08
707,Student_707,3.9,78,64.7,C,Pass,70.02
708,Student_708,8.3,81,94.5,A,Pass,97.6
709,Student_709,3.3,87,82.8,B,Pass,82.38
710,Student_710,7.1,54,76.5,B,Pass,76.3
711,Student_711,7.8,96,58.6,D,Pass,79.55999999999999
712,Student_712,6.4,71,89.4,B,Pass,87.74
713,Student_713,5.2,96,97.3,A,Pass,97.58
714,Student_714,4.7,83,89.3,B,Pass,87.88
715,Student_715,4.1,50,40.1,D,Pass,47.260000000000005
716,Student_716,9.4,75,78.2,B,Pass,88.22
717,Student_717,8.5,92,43.1,D,Pass,70.46
718,Student_718,9.7,59,55.5,D,Pass,70.4
719,Student_719,2.1,79,43.6,D,Pass,54.06
720,Student_720,7.6,99,76.2,B,Pass,90.62
721,Student_721,9.4,67,81.2,B,Pass,87.61999999999999
722,Student_722,2.6,66,46.9,D,Pass,53.14
723,Student_723,1.6,75,63.0,C,Pass,63.5
724,Student_724,7.7,57,67.4,C,Pass,72.94000000000001
725,Student_725,6.2,96,69.99137749737118,C,Pass,83.19482649842271
726,Student_726,8.6,89,47.3,D,Pass,72.28
727,Student_727,2.3,98,65.1,C,Pass,73.05999999999999
728,Student_728,8.2,61,85.1,B,Pass,85.75999999999999
729,Student_729,2.8,76,69.99137749737118,C,Pass,70.3948264984227
730,Student_730,2.5,57,44.8,D,Pass,48.98
731,Student_731,2.5,74,61.3,C,Pass,63.97999999999999
732,Student_732,8.3,95,96.5,A,Pass,103.0
733,Student_733,7.0,53,80.1,B,Pass,77.96
734,Student_734,5.7,82,80.7,B,Pass,84.42
735,Student_735,4.2,50,61.7,C,Pass,60.42
736,Student_736,8.9,68,75.6,B,Pass,83.55999999999999
737,Student_737,4.5,80,40.6,D,Pass,57.36
738,Student_738,8.3,65,78.2,B,Pass,83.02000000000001
739,Student_739,5.0,63,94.8,A,Pass,85.78
740,Student_740,4.4,97,76.8,B,Pass,83.97999999999999
741,Student_741,5.2,54,92.4,A,Pass,82.04
742,Student_742,3.7,90,83.4,B,Pass,84.44
743,Student_743,7.7,75,47.2,D,Pass,66.22
744,Student_744,5.5,77,94.1,A,Pass,90.56
745,Student_745,3.1,51,44.0,D,Pass,47.9
746,Student_746,9.1,99,72.0,C,Pass,91.1
747,Student_747,4.5,55,48.5,D,Pass,54.6
748,Student_748,5.9,58,40.7,D,Pass,53.620000000000005
749,Student_749,9.2,82,65.3,C,Pass,82.18
750,Student_750,6.6,90,57.7,D,Pass,74.82
751,Student_751,2.1,74,69.2,C,Pass,67.92
752,Student_752,9.5,97,74.6,C,Pass,92.86
753,Student_753,6.6,62,42.6,D,Pass,57.36
754,Student_754,4.0,58,47.4,D,Pass,53.84
755,Student_755,2.3,62,73.5,C,Pass,67.3
756,Student_756,8.1,80,60.6,C,Pass,76.56
757,Student_757,6.6,90,83.8,B,Pass,90.48
758,Student_758,5.8,60,79.1,B,Pass,77.05999999999999
759,Student_759,9.0,53,90.7,A,Pass,88.32
760,Student_760,8.1,83,81.5,B,Pass,90.0
761,Student_761,2.4,87,65.8,C,Pass,70.38
762,Student_762,3.8,95,80.4,B,Pass,84.34
763,Student_763,3.2,53,56.5,D,Pass,56.2
764,Student_764,7.7,87,58.4,D,Pass,76.54
765,Student_765,1.3,68,87.3,B,Pass,75.38
766,Student_766,6.1,55,66.8,C,Pass,68.78
767,Student_767,7.9,83,87.9,B,Pass,93.44
768,Student_768,8.9,67,89.3,B,Pass,91.48
769,Student_769,4.1,62,91.5,A,Pass,81.7
770,Student_770,8.4,90,95.0,A,Pass,100.8
771,Student_771,2.0,72,65.9,C,Pass,65.14
772,Student_772,8.6,68,59.1,D,Pass,73.06
773,Student_773,2.1,94,74.9,C,Pass,77.34
774,Student_774,4.6,60,62.3,C,Pass,64.58
775,Student_775,8.2,50,76.1,B,Pass,77.06
776,Student_776,2.3,73,82.3,B,Pass,75.88
777,Student_777,3.1,56,81.3,B,Pass,71.78
778,Student_778,7.5,74,62.5,C,Pass,74.7
779,Student_779,7.5,70,50.0,D,Pass,66.0
780,Student_780,6.8,64,65.8,C,Pass,72.27999999999999
781,Student_781,7.2,50,48.6,D,Pass,58.56
782,Student_782,5.9,61,93.4,A,Pass,86.14
783,Student_783,3.3,56,60.8,C,Pass,59.88
784,Student_784,4.1,64,49.3,D,Pass,56.98
785,Student_785,2.6,70,41.5,D,Pass,51.1
786,Student_786,9.2,68,78.7,B,Pass,86.02000000000001
787,Student_787,6.3,78,78.2,B,Pass,82.91999999999999
788,Student_788,4.6,74,60.4,C,Pass,67.64
789,Student_789,5.2,82,44.3,D,Pass,61.57999999999999
790,Student_790,9.5,98,64.6,C,Pass,87.16
791,Student_791,2.4,81,58.7,D,Pass,64.32
792,Student_792,6.3,98,80.6,B,Pass,90.36
793,Student_793,5.6,84,76.3,B,Pass,82.17999999999999
794,Student_794,6.5,93,61.9,C,Pass,78.03999999999999
795,Student_795,1.2,87,53.1,D,Pass,60.35999999999999
796,Student_796,8.8,75,99.3,A,Pass,99.68
797,Student_797,9.4,60,67.2,C,Pass,77.12
798,Student_798,6.1,84,81.3,B,Pass,86.17999999999999
799,Student_799,7.3,57,48.4,D,Pass,60.74
800,Student_800,9.3,95,69.1,C,Pass,88.56
801,Student_801,7.4,63,41.7,D,Pass,58.72
802,Student_802,2.4,59,70.3,C,Pass,64.67999999999999
803,Student_803,6.2,51,97.8,A,Pass,86.38
804,Student_804,6.5,95,63.1,C,Pass,79.36
805,Student_805,4.8,58,42.3,D,Pass,52.38
806,Student_806,7.6,52,41.9,D,Pass,55.94
807,Student_807,9.4,70,63.3,C,Pass,77.78
808,Student_808,9.3,75,49.6,D,Pass,70.86
809,Student_809,5.1,57,41.4,D,Pass,52.14
810,Student_810,2.0,97,85.4,B,Pass,84.34
811,Student_811,9.9,51,67.5,C,Pass,75.6
812,Student_812,8.6,55,57.4,D,Pass,68.14
813,Student_813,2.1,77,94.0,A,Pass,83.7
814,Student_814,9.3,78,47.0,D,Pass,70.19999999999999
815,Student_815,8.8,75,97.4,A,Pass,98.54
816,Student_816,5.7,74,58.8,D,Pass,68.88
817,Student_817,6.3,61,93.3,A,Pass,86.88
818,Student_818,4.6,54,76.2,B,Pass,71.12
819,Student_819,1.5,83,69.99137749737118,C,Pass,69.8948264984227
820,Student_820,4.0,97,99.0,A,Pass,96.5
821,Student_821,8.2,86,57.3,D,Pass,76.57999999999998
822,Student_822,1.0,64,97.7,A,Pass,79.82
823,Student_823,4.0,93,63.4,C,Pass,73.94
824,Student_824,4.6,85,63.1,C,Pass,72.56
825,Student_825,5.8,64,60.4,C,Pass,67.03999999999999
826,Student_826,9.3,92,72.5,C,Pass,89.69999999999999
827,Student_827,4.1,97,49.2,D,Pass,66.82
828,Student_828,4.1,72,69.99137749737118,C,Pass,71.79482649842271
829,Student_829,7.6,55,72.5,C,Pass,75.2
830,Student_830,5.1,95,85.7,B,Pass,90.12
831,Student_831,3.0,99,90.0,A,Pass,89.7
832,Student_832,5.1,93,69.99137749737118,C,Pass,80.0948264984227
833,Student_833,2.3,92,58.1,D,Pass,67.05999999999999
834,Student_834,2.6,94,55.6,D,Pass,66.76
835,Student_835,5.5,70,51.7,D,Pass,63.02
836,Student_836,4.8,72,43.5,D,Pass,57.3
837,Student_837,9.2,92,60.5,C,Pass,82.29999999999998
838,Student_838,4.3,65,56.2,D,Pass,61.82
839,Student_839,6.2,96,98.0,A,Pass,100.0
840,Student_840,6.7,64,73.5,C,Pass,76.7
841,Student_841,1.1,74,60.8,C,Pass,60.88
842,Student_842,7.0,85,74.8,C,Pass,84.38
843,Student_843,2.6,60,48.4,D,Pass,52.24
844,Student_844,9.6,100,66.6,C,Pass,89.16
845,Student_845,2.3,64,77.6,B,Pass,70.35999999999999
846,Student_846,4.7,53,69.3,C,Pass,66.88
847,Student_847,1.8,70,64.1,C,Pass,63.06
848,Student_848,10.0,62,99.6,A,Pass,98.36
849,Student_849,5.5,71,92.8,A,Pass,87.98
850,Student_850,6.4,68,69.99137749737118,C,Pass,75.1948264984227
851,Student_851,1.6,83,74.2,C,Pass,72.62
852,Student_852,7.7,63,77.2,B,Pass,80.62
853,Student_853,2.9,53,52.1,D,Pass,52.96
854,Student_854,9.1,97,63.7,C,Pass,85.52
855,Student_855,2.8,95,42.4,D,Pass,59.54
856,Student_856,2.7,76,68.5,C,Pass,69.30000000000001
857,Student_857,1.3,78,72.6,C,Pass,69.55999999999999
858,Student_858,5.2,96,53.7,D,Pass,71.42
859,Student_859,6.1,77,97.8,A,Pass,93.98
860,Student_860,1.6,84,94.6,A,Pass,85.16
861,Student_861,8.0,57,83.3,B,Pass,83.08
862,Student_862,5.1,65,72.0,C,Pass,72.89999999999999
863,Student_863,5.7,91,92.2,A,Pass,94.02
864,Student_864,5.0,85,47.8,D,Pass,64.17999999999999
865,Student_865,4.6,79,87.4,B,Pass,85.34
866,Student_866,6.0,67,47.5,D,Pass,60.6
867,Student_867,2.4,51,87.7,B,Pass,72.72
868,Student_868,2.6,98,56.5,D,Pass,68.5
869,Student_869,8.8,62,92.6,A,Pass,91.76
870,Student_870,9.5,53,96.6,A,Pass,92.86
871,Student_871,4.4,75,48.9,D,Pass,60.64
872,Student_872,3.4,74,67.8,C,Pass,69.67999999999999
873,Student_873,6.8,79,98.9,A,Pass,96.64
874,Student_874,4.7,60,69.0,C,Pass,68.8
875,Student_875,1.2,56,91.8,A,Pass,74.28
876,Student_876,2.4,80,69.99137749737118,C,Pass,70.7948264984227
877,Student_877,7.4,93,62.5,C,Pass,80.2
878,Student_878,6.9,59,57.1,D,Pass,65.75999999999999
879,Student_879,1.2,88,52.2,D,Pass,60.12
880,Student_880,3.0,62,85.7,B,Pass,76.02
881,Student_881,3.1,80,63.2,C,Pass,68.12
882,Student_882,7.0,56,70.7,C,Pass,73.22
883,Student_883,1.2,98,69.5,C,Pass,73.5
884,Student_884,1.9,91,74.6,C,Pass,75.86
885,Student_885,8.2,91,91.9,A,Pass,98.84
886,Student_886,2.6,85,98.8,A,Pass,89.98
887,Student_887,6.9,69,64.5,C,Pass,73.19999999999999
888,Student_888,3.1,53,89.7,B,Pass,75.92
889,Student_889,1.9,56,69.99137749737118,C,Pass,62.59482649842271
890,Student_890,3.2,50,74.4,C,Pass,66.04
891,Student_891,7.5,93,97.4,A,Pass,101.34
892,Student_892,8.7,94,52.0,D,Pass,76.8
893,Student_893,8.5,91,46.6,D,Pass,72.26
894,Student_894,4.6,96,91.2,A,Pass,92.72
895,Student_895,7.0,62,66.3,C,Pass,72.38
896,Student_896,2.8,71,90.8,A,Pass,81.38
897,Student_897,3.6,70,93.6,A,Pass,84.36
898,Student_898,9.1,71,43.7,D,Pass,65.72
899,Student_899,1.1,77,93.0,A,Pass,81.1
900,Student_900,1.8,58,66.9,C,Pass,61.14
901,Student_901,2.9,75,70.6,C,Pass,70.65999999999998
902,Student_902,1.2,58,77.6,B,Pass,66.36
903,Student_903,2.6,64,95.6,A,Pass,81.75999999999999
904,Student_904,6.2,59,41.1,D,Pass,54.76
905,Student_905,4.8,73,68.6,C,Pass,72.66
906,Student_906,9.0,91,69.99137749737118,C,Pass,87.29482649842271
907,Student_907,8.4,57,83.4,B,Pass,83.94
908,Student_908,4.1,73,81.6,B,Pass,79.05999999999999
909,Student_909,3.3,65,48.1,D,Pass,54.96
910,Student_910,4.4,98,58.0,D,Pass,72.99999999999999
911,Student_911,6.3,75,69.99137749737118,C,Pass,77.09482649842269
912,Student_912,3.4,76,88.3,B,Pass,82.58
913,Student_913,6.6,86,56.7,D,Pass,73.02000000000001
914,Student_914,4.7,53,52.6,D,Pass,56.85999999999999
915,Student_915,6.0,99,97.4,A,Pass,100.14
916,Student_916,4.9,73,40.5,D,Pass,56.0
917,Student_917,3.7,68,69.99137749737118,C,Pass,69.79482649842271
918,Student_918,9.5,85,80.6,B,Pass,92.86
919,Student_919,7.9,88,89.7,B,Pass,96.02
920,Student_920,2.3,59,57.7,D,Pass,56.92
921,Student_921,8.8,74,40.9,D,Pass,64.34
922,Student_922,5.4,67,84.3,B,Pass,81.47999999999999
923,Student_923,9.1,68,69.99137749737118,C,Pass,80.5948264984227
924,Student_924,8.2,85,84.4,B,Pass,92.54
925,Student_925,4.8,59,69.99137749737118,C,Pass,69.2948264984227
926,Student_926,1.2,82,85.2,B,Pass,78.12
927,Student_927,3.4,99,86.1,B,Pass,88.16
928,Student_928,5.9,54,79.5,B,Pass,75.69999999999999
929,Student_929,6.7,96,69.99137749737118,C,Pass,84.19482649842271
930,Student_930,3.3,98,90.8,A,Pass,90.48
931,Student_931,2.3,84,76.8,B,Pass,75.88
932,Student_932,8.5,93,45.3,D,Pass,72.08
933,Student_933,9.9,83,69.3,C,Pass,86.27999999999999
934,Student_934,5.7,82,44.7,D,Pass,62.82
935,Student_935,2.5,70,64.5,C,Pass,64.69999999999999
936,Student_936,3.5,66,64.4,C,Pass,65.44
937,Student_937,1.2,71,44.0,D,Pass,50.1
938,Student_938,9.2,97,60.9,C,Pass,84.03999999999999
939,Student_939,2.1,86,46.7,D,Pass,58.02
940,Student_940,6.2,64,88.5,B,Pass,84.7
941,Student_941,3.5,84,96.9,A,Pass,90.34
942,Student_942,6.0,77,44.3,D,Pass,61.67999999999999
943,Student_943,6.9,56,97.3,A,Pass,88.97999999999999
944,Student_944,8.5,81,71.4,C,Pass,84.14
945,Student_945,2.9,60,58.0,D,Pass,58.6
946,Student_946,1.1,59,44.6,D,Pass,46.66
947,Student_947,2.2,58,70.0,C,Pass,63.8
948,Student_948,9.1,63,87.7,B,Pass,89.72
949,Student_949,8.9,62,82.4,B,Pass,85.84
950,Student_950,6.4,74,43.0,D,Pass,60.8
951,Student_951,6.4,51,69.99137749737118,C,Pass,70.0948264984227
952,Student_952,7.0,84,64.2,C,Pass,77.72
953,Student_953,2.6,56,57.7,D,Pass,56.620000000000005
954,Student_954,9.2,70,53.9,D,Pass,71.74
955,Student_955,4.8,67,56.9,D,Pass,63.84
956,Student_956,4.4,52,88.2,B,Pass,77.32
957,Student_957,5.7,91,95.8,A,Pass,96.18
958,Student_958,1.4,88,64.3,C,Pass,67.77999999999999
959,Student_959,2.5,90,94.4,A,Pass,88.64
960,Student_960,7.6,98,59.3,D,Pass,80.17999999999999
961,Student_961,1.7,60,68.6,C,Pass,62.56
962,Student_962,6.4,88,53.6,D,Pass,71.36
963,Student_963,3.2,73,78.4,B,Pass,75.34
964,Student_964,4.5,95,98.7,A,Pass,96.72
965,Student_965,3.6,68,76.2,B,Pass,73.32000000000001
966,Student_966,4.2,53,61.5,C,Pass,61.2
967,Student_967,7.5,75,78.9,B,Pass,84.84
968,Student_968,3.7,87,47.4,D,Pass,61.93999999999999
969,Student_969,6.1,91,93.3,A,Pass,95.48
970,Student_970,5.3,81,70.2,C,Pass,77.02
971,Student_971,7.0,88,67.0,C,Pass,80.6
972,Student_972,9.4,94,69.99137749737118,C,Pass,88.9948264984227
973,Student_973,7.6,95,77.5,B,Pass,90.2
974,Student_974,2.9,85,44.3,D,Pass,57.88
975,Student_975,1.3,89,81.0,B,Pass,77.89999999999999
976,Student_976,3.4,86,54.5,D,Pass,65.3
977,Student_977,6.4,82,82.8,B,Pass,87.08
978,Student_978,1.5,85,89.4,B,Pass,82.14
979,Student_979,5.5,52,88.2,B,Pass,79.52
980,Student_980,6.4,58,73.2,C,Pass,74.12
981,Student_981,4.0,57,71.2,C,Pass,67.82
982,Student_982,7.9,82,48.6,D,Pass,69.56
983,Student_983,2.0,55,86.5,B,Pass,72.4
984,Student_984,1.7,90,56.3,D,Pass,64.17999999999999
985,Student_985,7.6,88,69.8,C,Pass,83.48
